ticket_id,date_opened,channel,issue_type,time_to_resolution,status
e4bbd9e9-37f2-4c14-9b3f-cc890ac26586,2025-05-10,Phone,Tech,57,Resolved
3c4bc4a6-a84f-436f-a836-3ac706fe62a7,2025-01-13,Phone,Tech,58,Resolved
791b6ee4-bcf6-4005-8efe-0f39f5e98836,2025-05-02,App,Tech,49,Escalated
bfa03494-a554-473e-aed2-91a3de643089,2025-07-11,App,Limit,63,Reopened
73441066-1946-48d5-a0b6-e21a2a62f595,2025-02-08,App,Refund,22,Escalated
061538a6-8928-4510-a4bc-c04ac824c72d,2025-01-06,App,Refund,64,Reopened
d7ac1016-7189-4db9-9ab7-8776a020f010,2025-01-30,App,Limit,45,Reopened
241d3c67-76c3-4795-a94b-271d41235654,2025-03-01,Phone,Refund,43,Escalated
d9a9cc67-0773-4d3f-a91a-bd16defc8053,2025-04-25,Phone,Refund,50,Escalated
89f33d74-f699-4bad-9acf-dad3983a93ee,2025-02-10,Phone,Tech,60,Escalated
e8d07ae9-d42f-468a-acfe-772a92f2a73c,2025-01-27,App,Limit,45,Resolved
6cf34414-f9d7-4814-9187-c90f6126e708,2025-07-11,Website,Tech,5,Resolved
9756cd58-6e71-46ba-bd5b-454368537c7a,2025-05-20,Website,Limit,28,Resolved
a207cd1e-664a-46e4-a734-87c76f465c11,2025-05-12,App,Limit,38,Reopened
f0f19d73-de11-4658-a84a-04fd3be71b21,2025-04-09,App,Block Card,19,Reopened
85d68177-c5ed-4068-b9fd-24eb64b7f06f,2025-04-15,App,Block Card,37,Reopened
ced2573f-433b-462f-afcd-bb665c704009,2025-02-07,Website,Tech,42,Resolved
8e67397f-5545-4822-9e29-99a9b0deb758,2025-02-03,Website,Refund,29,Escalated
199ea89d-90a9-40d7-ba1b-240423f6a5c1,2025-07-02,Phone,Block Card,14,Reopened
edfa0bca-ecb5-4de6-b9a7-8af8fa78bba5,2025-02-18,App,Limit,10,Resolved
6c6b6ecb-f638-4e71-969f-8431b713890d,2025-04-23,Website,Limit,43,Escalated
f7d64fab-4681-46ed-806e-0979de987594,2025-07-13,App,Refund,10,Escalated
19d54afd-76b0-4990-b6bd-c1db31b10530,2025-09-15,App,Limit,55,Escalated
a976652b-3cdb-4e02-94f1-43a0db1abb68,2025-03-16,Phone,Tech,65,Reopened
eabfce9c-93c6-421c-9492-3a641b44ec60,2025-09-08,Phone,Limit,68,Escalated
3137b0b6-ec94-4612-853f-1fc79bfc7b34,2025-08-13,App,Block Card,25,Resolved
9d7e4c83-532a-4b10-8fdd-a62c2e797f1c,2025-03-13,App,Refund,61,Resolved
381ce898-7cd0-43be-9331-d1aabb9f1908,2025-05-21,Website,Limit,70,Escalated
85db539a-5b1e-4eeb-9534-9c7d22861334,2025-04-08,Website,Tech,21,Resolved
c45d5b7a-d40e-4b6c-b495-a6c47cd4eed9,2025-09-13,Website,Tech,37,Resolved
89a431fa-62f6-4d6e-b7e3-5b1c48218198,2025-08-13,App,Refund,45,Resolved
dc6d1fc4-d2e9-40d7-aefd-ae3c49e398d4,2025-03-09,Website,Block Card,59,Escalated
f0212163-f711-4d38-9e14-aeb864fe173b,2025-02-24,App,Tech,14,Escalated
a4f9846d-e5dc-4807-89b4-a3795e8b0fad,2025-09-03,App,Tech,65,Reopened
b78608b2-6bd8-498d-b4d0-2d20dcb24c7e,2025-06-07,App,Tech,9,Resolved
d9226d13-f347-4631-bffc-49560d832df0,2025-04-19,App,Block Card,32,Resolved
e8312d0d-4865-4916-806c-36d70a35e076,2025-03-01,Website,Block Card,15,Resolved
b47a900d-5fec-4936-a784-6d10dc5855eb,2025-06-15,App,Block Card,52,Escalated
5f7ea19a-472d-4573-a425-fb80ec345d5d,2025-05-15,App,Refund,35,Escalated
9b9e4e5f-3aa1-4c48-a61e-683fd5f03e3a,2025-09-20,Phone,Limit,52,Reopened
90a751cb-9ded-4b94-ae3b-cd18e2106ba5,2025-03-16,App,Limit,45,Resolved
0132647d-fbf4-460e-b725-7db49be44961,2025-05-09,Phone,Limit,44,Resolved
b9901053-0533-49ec-89a0-43c62aac7564,2025-09-11,Phone,Tech,65,Resolved
9ee13668-27a2-4c0b-9515-d7789a0f902c,2025-06-13,Phone,Limit,3,Escalated
5ea0b295-54dc-43f4-9b3c-93a32b1cfbe4,2025-04-04,Website,Block Card,22,Reopened
f5305f36-1b86-4ca9-a1e1-4ff3fe9a7e2f,2025-01-30,Phone,Refund,13,Escalated
83c87d98-3ad7-4d9d-8c41-f744b149c359,2025-04-29,Website,Block Card,66,Escalated
1a27865d-afc1-4b62-a141-50d2ad6e4cf7,2025-09-29,Phone,Limit,1,Reopened
6687660d-d951-4b47-beed-b6f59ec165b0,2025-07-06,Website,Refund,27,Reopened
9528a9fb-f574-4afa-b663-93e369cdc018,2025-01-21,Phone,Limit,48,Resolved
96977a3a-cab3-4336-a44e-fcbee50bc560,2025-08-03,App,Limit,69,Escalated
1667c968-f5e6-4419-b9c6-78212a22d4fc,2025-03-28,Website,Block Card,13,Escalated
2388b0af-e856-4d18-b631-562beb304f7c,2025-02-26,Website,Refund,16,Escalated
67df6f75-e601-48ad-a1f3-7e8d7f52d8e2,2025-04-06,Phone,Block Card,49,Resolved
4aced7e5-58d8-4005-854d-28b022986e9c,2025-03-05,Phone,Limit,61,Reopened
22f1988a-6a4f-4c03-9874-f9b4e4dc3cf6,2025-08-08,Website,Block Card,4,Reopened
8fc1f3ee-7d80-4ca0-abad-f33cdd02259d,2025-02-07,App,Limit,6,Reopened
5b92bb29-0efa-482a-b024-1d652380e7a0,2025-07-21,Website,Tech,25,Escalated
508575b0-2dc7-4d97-8e08-b4ac577d9e10,2025-06-08,Website,Tech,64,Resolved
04c9e116-a972-47c9-a462-22ceafd640d3,2025-07-14,Phone,Refund,13,Resolved
6f5bd4ad-dc84-4f44-9ce9-d3403f155907,2025-09-12,App,Tech,72,Resolved
0905a6ef-f7b5-41fd-85aa-8126ef2c4c4d,2025-08-26,Phone,Limit,41,Resolved
d736190b-6328-4288-b38a-85340de8ff65,2025-02-07,App,Tech,17,Resolved
9c32b171-6426-4f28-9600-6ca9734dd6e0,2025-03-14,Phone,Limit,57,Reopened
95f6fe00-2eb9-49d8-a984-8a64cce991e6,2025-04-16,App,Refund,26,Reopened
b3a48466-c037-4f2e-b098-49dde71afe88,2025-01-27,Website,Limit,54,Escalated
78c15ef0-b69e-4d1f-bf3f-60c63643d079,2025-07-02,App,Tech,23,Escalated
e1baa780-d6f7-4c27-bb8c-2b7c7f74423b,2025-07-03,Website,Tech,71,Resolved
e075119e-9e8c-495a-90ef-69fe986ca4b1,2025-01-11,Website,Block Card,46,Resolved
b6969015-8a53-4701-94d1-1a873656989e,2025-06-21,Phone,Block Card,1,Resolved
11f8e747-9255-4f80-bc22-7273acafaf17,2025-03-08,Phone,Refund,21,Reopened
670f99d4-ead0-4c10-914c-e17762b8db8e,2025-03-02,Website,Refund,68,Reopened
f9a9407c-9a77-417c-b1e3-00acf38a04e3,2025-06-26,Website,Tech,2,Reopened
5b3c8311-3f2a-45f8-9c1f-bd732190f19a,2025-05-12,Phone,Block Card,32,Reopened
da710e36-8aff-43f9-884f-cfdd9d270500,2025-08-21,Website,Block Card,44,Resolved
0a9a0090-b7b2-40a1-ad74-6a52c7d7a33d,2025-04-11,App,Block Card,28,Resolved
9de090a3-b27b-44cc-9fd2-ee5541d87e19,2025-05-25,App,Tech,27,Reopened
ce0213de-1207-4067-b86d-563c7273d610,2025-02-25,App,Tech,63,Resolved
a1588a35-ed39-4085-a972-f05bbafe7611,2025-02-27,Phone,Refund,61,Escalated
1367209d-ed14-4567-b910-320a5b631603,2025-09-30,Website,Block Card,52,Resolved
d53f4516-f3a3-4b03-97a7-70b3da7f61c8,2025-06-23,App,Tech,70,Reopened
eb57dd57-f299-414d-bd53-eccd5c34e516,2025-07-28,App,Block Card,59,Resolved
1a0727e8-cc5f-4ce6-be0b-c698491fe452,2025-09-13,App,Tech,48,Reopened
66d2bdcd-09e1-45e6-aa60-bc6a94185b15,2025-08-31,App,Limit,2,Reopened
10307ce6-9588-4148-8b2e-2243ac252568,2025-05-28,Website,Block Card,38,Escalated
7fb4bca4-280d-4430-8f54-25cb81c6d5a2,2025-04-18,App,Block Card,28,Reopened
64f80d9f-78bf-4b8f-b07c-b9b8594e4228,2025-03-01,Phone,Tech,37,Reopened
d340339f-4a73-4446-9c11-c050c288fe00,2025-06-29,App,Block Card,59,Resolved
25c27ad0-a8c1-48cf-942e-3c3e5c484bbf,2025-02-13,Website,Refund,30,Escalated
87fa03e7-fac8-42f5-999d-7ef39c22b002,2025-07-21,Phone,Limit,15,Reopened
e564a315-25b3-407e-bc42-3809b2d5426b,2025-09-18,Phone,Block Card,8,Reopened
9b4cba9b-915f-46b2-a807-abb47ef15e14,2025-01-15,Website,Limit,40,Escalated
12c2cfb4-28a5-4fd3-86e6-103a5be3a25a,2025-04-07,App,Refund,43,Resolved
7c9803f9-93f0-4780-9387-748d83d7ee97,2025-08-21,Website,Refund,28,Escalated
609ab9f0-4840-4518-a4c8-d6f02385d87c,2025-02-07,Phone,Block Card,44,Reopened
df050845-3398-4e5c-a935-9ba0173d2b1e,2025-05-25,Phone,Refund,71,Escalated
7f7bda41-07cb-480a-922e-b05f5a5213f9,2025-08-02,Phone,Tech,52,Reopened
cbd3102c-62d3-4824-a565-a77d05b53371,2025-03-03,App,Tech,69,Resolved
03670ed7-e81b-402c-8d33-4af7529fde07,2025-07-27,App,Refund,31,Resolved
ccae1a66-6d0b-4c63-bf77-03b122b26b0f,2025-05-27,Website,Tech,39,Resolved
20e1d835-ac57-4096-9ceb-2dfdef3ab681,2025-09-21,Website,Limit,15,Resolved
989d18fd-f855-41b4-b21b-b09c418a07ec,2025-07-24,Website,Tech,19,Escalated
2a55973d-e08e-4b94-9f7c-a712c62ea574,2025-06-29,Phone,Limit,50,Escalated
b29e7481-4e3d-4177-bb15-61a9cb03e5bf,2025-06-09,App,Block Card,67,Resolved
4e7a7a2d-0845-4372-9acf-feff78c448d2,2025-09-20,Phone,Refund,20,Resolved
d77edb24-768f-4fde-b357-04f147f0c9cf,2025-07-06,App,Block Card,24,Resolved
dc7bd729-ac87-473a-a149-dd3709f4a532,2025-03-01,Phone,Block Card,26,Reopened
42461db1-3dde-4730-ad04-146824d0ab05,2025-02-13,Phone,Refund,43,Reopened
ecf4d642-ac3d-43ad-a8da-f2285e962a05,2025-10-02,Phone,Block Card,11,Reopened
7333a940-c85f-4651-9530-8cc55939d698,2025-09-25,App,Limit,5,Reopened
7d1d5ddd-605a-49be-9fff-14332c748be4,2025-09-02,App,Limit,22,Escalated
62d91b03-aa32-4de2-a36f-93f2aefe8be5,2025-09-12,Website,Block Card,15,Reopened
b3891a21-6e8e-4f4f-90bc-f3d8d06ece7d,2025-03-02,Website,Tech,22,Reopened
00b2d2ae-3ce1-428a-bd19-64874ca1ac17,2025-06-09,App,Block Card,37,Reopened
5bdce420-cc2a-44b6-a7cc-302175bd3acd,2025-06-27,App,Limit,32,Reopened
13253349-dce9-40f0-b15c-b3c1f9c23c29,2025-06-27,App,Limit,40,Resolved
ffdc0dcf-3368-4bbf-b75a-110e00c79f35,2025-10-01,Phone,Refund,13,Escalated
d223b125-2cb1-4867-abde-56ee5d7799df,2025-09-17,Phone,Tech,31,Escalated
0482ced2-5c3e-4631-9929-3106ad6158b5,2025-08-03,Phone,Block Card,49,Resolved
65b5e3d4-cec3-41fa-b32b-1d68db05905b,2025-05-26,Website,Limit,55,Reopened
81855011-5a01-4025-ad72-1f9dba7fe7c6,2025-01-10,App,Block Card,54,Reopened
610767b1-578d-4020-a7aa-e9444c065a22,2025-05-15,Phone,Limit,18,Resolved
26732469-4b21-41df-9ae1-8dac8dd9963f,2025-04-06,Website,Block Card,33,Escalated
fee5aa04-01fc-466c-902f-719d0c03f316,2025-02-25,Website,Limit,1,Escalated
5fad7dd6-9aee-49fb-b0e6-a5a6de79da3b,2025-06-12,App,Block Card,13,Escalated
5bed3c9f-d6e1-4b11-a88d-13560aeca1de,2025-06-30,App,Tech,27,Escalated
a0965671-4295-4008-989c-a3c649d80d30,2025-07-19,App,Limit,16,Escalated
27168370-7f96-47c7-a2b7-f439aac8fc68,2025-06-06,Phone,Block Card,65,Escalated
f9bda4a3-b340-450c-8276-8ef0eb169735,2025-06-30,Website,Tech,7,Reopened
3600f386-2e86-401d-9f52-ce6af72a033b,2025-01-11,Website,Limit,10,Resolved
7932ee26-9345-4a72-bbe6-c06ef5db6791,2025-07-10,Phone,Block Card,14,Escalated
99684813-68cb-4062-8b65-82290c66e846,2025-06-11,Phone,Limit,41,Reopened
b6914962-71d6-4dd5-82cb-8fe53ae334ab,2025-02-05,Website,Block Card,55,Resolved
b6f4fc5e-c6b7-4716-9064-d854d1eae56e,2025-07-18,App,Block Card,6,Escalated
175d7e9f-0acd-4a25-b3f3-5664917632fb,2025-02-05,Website,Limit,26,Reopened
c561d526-648a-4a55-9896-95c309c4c31d,2025-05-29,Phone,Block Card,14,Resolved
08ed2a4d-d725-4db2-bc11-9d190d066b24,2025-06-09,Phone,Limit,43,Reopened
8b013602-d13b-4a23-8c66-65c9b6882c44,2025-09-30,Phone,Limit,8,Escalated
662d14f4-6261-4bb5-acc7-05cfae19f102,2025-02-10,App,Refund,5,Resolved
a21d3334-48c2-4587-a9cb-2dea4b426097,2025-02-01,App,Block Card,55,Resolved
450dc918-42ca-4393-9948-5cebb1739ef7,2025-04-21,Phone,Limit,72,Resolved
eae3ea03-29c2-4d56-b8f8-72e08feb5aae,2025-04-16,Phone,Block Card,59,Escalated
c5f32c74-707c-4fce-8d50-b122cec502f9,2025-07-31,App,Tech,66,Escalated
9c7d6d1a-d117-42e2-8150-e6101a6baf2b,2025-06-05,App,Block Card,70,Reopened
50747733-4b5f-45d8-a73a-9a620806e4e6,2025-09-21,Phone,Refund,23,Escalated
e542e6f1-a0c4-4e00-987a-76e03c0c781d,2025-09-23,App,Refund,2,Reopened
bccc85be-bb6b-417e-b13e-18bd9bfc6aff,2025-03-29,App,Refund,71,Escalated
dbf73cc5-9477-4c79-a346-6ea65d0097de,2025-09-17,Website,Block Card,44,Resolved
faf57f38-41e7-4874-b3e3-abb85a483ee8,2025-01-17,App,Block Card,12,Escalated
045e8e36-0d1d-4d4f-88fc-a53c5a70a3f9,2025-07-09,Phone,Refund,47,Resolved
20d454dd-d837-46fb-b7f2-d5cdca36e719,2025-07-03,Phone,Limit,23,Resolved
ca4cd747-68a3-4889-a35d-19acc8441058,2025-09-17,App,Block Card,49,Escalated
47cc8154-413c-444e-bb7b-36620dd9b783,2025-03-27,Website,Limit,42,Escalated
00b76458-7020-44d9-a99d-2af7680c8b21,2025-03-31,Phone,Refund,46,Escalated
70a906f1-2bf7-4783-834a-e6b34b73f0db,2025-05-30,App,Refund,67,Escalated
586552c6-418e-4ff6-bcf8-80c5263697f5,2025-09-02,Website,Refund,1,Resolved
b192c76e-157d-47cb-9e8c-9c5bbfdd21e1,2025-08-15,App,Limit,58,Escalated
8b547e3a-cbba-4396-a865-14cc69f941ad,2025-10-01,Website,Limit,13,Escalated
abf50748-3788-4ff0-ba21-fff461b6c89d,2025-04-19,Phone,Tech,7,Escalated
1879bd44-9c85-4803-bf2e-3d409a8af198,2025-01-19,Website,Limit,19,Resolved
14f9c50a-9e71-42af-a95e-a5e95fffd089,2025-05-04,Phone,Refund,7,Escalated
d89c13de-5d30-401e-8db9-10fe4e341fad,2025-09-28,Phone,Block Card,36,Escalated
5903035d-5cd3-4981-9dcc-fac0fa8b9d2a,2025-03-15,Website,Block Card,64,Escalated
2ccce00e-6b27-4cf6-a3df-edd4c9d49622,2025-01-20,Website,Tech,7,Resolved
1106318e-874a-41b2-acc4-2eee470b9fd7,2025-08-05,Website,Limit,16,Reopened
ef567974-c35a-44fd-b4dd-225441cbb5c0,2025-06-29,Phone,Block Card,12,Resolved
59ef3f1e-c2dd-4d98-b901-6f74446c961d,2025-02-02,Phone,Tech,27,Reopened
04723ebb-493b-4f7f-ad9a-5ec30c50ae7e,2025-07-02,Phone,Refund,59,Resolved
fa1541d4-e2f9-4d63-8054-fa0d9c827dbc,2025-03-18,App,Refund,61,Reopened
56f21c5c-636e-465c-a42a-d40b1a55c058,2025-08-01,Website,Block Card,23,Reopened
052eba67-d6d9-4110-809a-b093e6de6124,2025-05-20,App,Refund,61,Escalated
550565fe-78fa-49aa-ae9d-301875cfa631,2025-07-21,Website,Limit,44,Escalated
7b50d9de-4f0d-4c8a-b60a-1361e3379df7,2025-09-30,App,Block Card,35,Reopened
e362c253-60b4-4e8b-b5b9-dcda13907c1b,2025-09-19,App,Refund,71,Escalated
0d480f43-2f3d-4e65-9e8f-da5b10c6d451,2025-08-04,Phone,Block Card,10,Resolved
2c6d40f9-c3ec-44bb-a84a-262d3d66bf52,2025-07-13,Phone,Refund,38,Escalated
7f022cc6-fb39-4c73-b645-2045451e799a,2025-01-18,App,Block Card,72,Resolved
7436109e-8f49-4247-a62e-d2ecb3fc0614,2025-05-06,Website,Block Card,54,Escalated
b54cd1de-5ad8-4f71-90f3-9b77d43b1d99,2025-09-19,Website,Tech,30,Escalated
